superfamily,family,subfamily,genus,genus and synonyms
Chalcidoidea,Pteromalidae,Pteromalinae,Bulolosa,Bulolosa Boucek 1990	Buloloa Boucek 1988
Chalcidoidea,Pteromalidae,Pteromalinae,Caenacis,Caenacis Förster 1856
Chalcidoidea,Pteromalidae,Pteromalinae,Caenocrepis,Caenocrepis Thomson 1878
Chalcidoidea,Pteromalidae,Pteromalinae,Cairnsia,Cairnsia Boucek 1988
Chalcidoidea,Pteromalidae,Pteromalinae,Calliprymna,Calliprymna Graham 1966
Chalcidoidea,Pteromalidae,Pteromalinae,Callitula,Callitula Spinola 1811	Micromelus Walker 1833	Baeotomus Förster 1856	Apterosemoidea Girault 1913	Eurydinotella Girault 1913	Eurydinotelleus Girault 1913	Pseudosphegigasterus Girault 1913	Pterosemoidea Girault 1913	Polycystomyia Dodd 1915	Pseudosphegigasterus Girault & Dodd 1915
Chalcidoidea,Pteromalidae,Pteromalinae,Canberrana,Canberrana Boucek 1988
Chalcidoidea,Pteromalidae,Pteromalinae,Capellia,Capellia Delucchi 1958	Hylocomus Graham 1959
Chalcidoidea,Pteromalidae,Pteromalinae,Catolaccus,Catolaccus Thomson 1878	Merisoides Masi 1911	Hortobagyia Szelényi 1981
Chalcidoidea,Pteromalidae,Pteromalinae,Cecidolampa,Cecidolampa Askew 1975
Chalcidoidea,Pteromalidae,Pteromalinae,Cecidostiba,Cecidostiba Thomson 1878	Anastiba Graham 1969	Rhizomalus Boucek 1972
Chalcidoidea,Pteromalidae,Pteromalinae,Cheiropachus,Cheiropachus Westwood 1829	Pachychirus Agassiz 1848	Tropidogastra Ashmead 1904
Chalcidoidea,Pteromalidae,Pteromalinae,Chlorocytus,Chlorocytus Graham 1956	Legolasia Hedqvist 1974
Chalcidoidea,Pteromalidae,Pteromalinae,Chrysoglyphe,Chrysoglyphe Ashmead 1894
Chalcidoidea,Pteromalidae,Pteromalinae,Coelopisthia,Coelopisthia Förster 1856	Coelopisthus Thomson 1878 Emend.	Kranophorus Graham 1956 Syn.
Chalcidoidea,Pteromalidae,Pteromalinae,Conigastrus,Conigastrus Boucek 1993
Chalcidoidea,Pteromalidae,Pteromalinae,Conomorium,Conomorium Masi 1924
Chalcidoidea,Pteromalidae,Pteromalinae,Coruna,Coruna Walker 1833	Pachycrepis Förster 1856
Chalcidoidea,Pteromalidae,Pteromalinae,Cryptoprymna,Cryptoprymna Förster 1856	Prosodes Walker 1833	Cryptoprymnus Thomson 1878	Polycystelomorpha Girault 1915
Chalcidoidea,Pteromalidae,Pteromalinae,Cyclogastrella,Cyclogastrella Bukovskii 1938
Chalcidoidea,Pteromalidae,Pteromalinae,Cyrtogaster,Cyrtogaster Walker 1833	Polycystus Westwood 1839	Dicormus Förster 1841	Hatia Risbec 1955
Chalcidoidea,Pteromalidae,Pteromalinae,Cyrtoptyx,Cyrtoptyx Delucchi 1956
Chalcidoidea,Pteromalidae,Pteromalinae,Dasyneurophaga,Dasyneurophaga Hedqvist 1957
Chalcidoidea,Pteromalidae,Pteromalinae,Delisleia,Delisleia Girault 1936
Chalcidoidea,Pteromalidae,Pteromalinae,Dibrachoides,Dibrachoides Kurdjumov 1913
Chalcidoidea,Pteromalidae,Pteromalinae,Dibrachys,Dibrachys Förster 1856	Coelopisthoidea Gahan 1913	Allodibrachys Boucek 1965
Chalcidoidea,Pteromalidae,Pteromalinae,Diconocara,Diconocara Dzhanokmen 1986
Chalcidoidea,Pteromalidae,Pteromalinae,Diglochis,Diglochis Förster 1856	Trichoglenus Thomson 1878
Chalcidoidea,Pteromalidae,Pteromalinae,Dimachus,Dimachus Thomson 1878
Chalcidoidea,Pteromalidae,Pteromalinae,Dinarmoides,Dinarmoides Masi 1924	Gothbergia Hedqvist 1957
Chalcidoidea,Pteromalidae,Pteromalinae,Dinarmus,Dinarmus Thomson 1878	Bruchobius Ashmead 1904	Metastenoides Girault 1915	Oedaule Waterston 1922	Sphaerakis Masi 1924
Chalcidoidea,Pteromalidae,Pteromalinae,Dineuticida,Dineuticida Boucek 1993
Chalcidoidea,Pteromalidae,Pteromalinae,Dinotiscus,Dinotiscus Ghesquière 1946	Dinotus Förster 1856
Chalcidoidea,Pteromalidae,Pteromalinae,Dinotoides,Dinotoides Boucek 1957
Chalcidoidea,Pteromalidae,Pteromalinae,Diourbelia,Diourbelia Risbec 1951
Chalcidoidea,Pteromalidae,Pteromalinae,Dirhicnus,Dirhicnus Thomson 1878	Dirrhicnus Dalla Torre 1898 Emend.
Chalcidoidea,Pteromalidae,Pteromalinae,Dorcatomophaga,Dorcatomophaga Kryger 1951	Nearctomophaga Yoshimoto 1976
Chalcidoidea,Pteromalidae,Pteromalinae,Duartea,Duartea Boucek 1993
Chalcidoidea,Pteromalidae,Pteromalinae,Dudichilla,Dudichilla Szelényi 1970
Chalcidoidea,Pteromalidae,Pteromalinae,Ecrizotomorpha,Ecrizotomorpha Mani 1939
Chalcidoidea,Pteromalidae,Pteromalinae,Elachertoidea,Elachertoidea Girault 1912
Chalcidoidea,Pteromalidae,Pteromalinae,Elderia,Elderia Hedqvist 1977
Chalcidoidea,Pteromalidae,Pteromalinae,Endomychobius,Endomychobius Ashmead 1896
Chalcidoidea,Pteromalidae,Pteromalinae,Epanogmus,Epanogmus Girault 1920
Chalcidoidea,Pteromalidae,Pteromalinae,Epicatolaccus,Epicatolaccus Blanchard 1940
Chalcidoidea,Pteromalidae,Pteromalinae,Epipteromalus,Epipteromalus Ashmead 1904
Chalcidoidea,Pteromalidae,Pteromalinae,Erdoesina,Erdoesina Graham 1957
Chalcidoidea,Pteromalidae,Pteromalinae,Erythromalus,Erythromalus Graham 1956
Chalcidoidea,Pteromalidae,Pteromalinae,Eulonchetron,Eulonchetron Graham 1966
Chalcidoidea,Pteromalidae,Pteromalinae,Eumacepolus,Eumacepolus Graham 1957	Oxycepolus Graham 1969
Chalcidoidea,Pteromalidae,Pteromalinae,Euneura,Euneura Walker 1844	Eunevra Walker 1848	Hypsicamara Förster 1856	Hypsicamera Dalla Torre 1898	Gygaxia Delucchi 1955
Chalcidoidea,Pteromalidae,Pteromalinae,Eurydinota,Eurydinota Förster 1878	Demetriotes Dzhanokmen 1986
Chalcidoidea,Pteromalidae,Pteromalinae,Eurydinoteloides,Eurydinoteloides Girault 1913	Aeronea Cameron 1913	Aeroneisca Ghesquière 1946	Protolaccus Burks 1954
Chalcidoidea,Pteromalidae,Pteromalinae,Eurydinotomorpha,Eurydinotomorpha Girault 1913	Eurydinotomorpha Girault 1915 Homo.	Asoka Boucek 1973 Syn.
Chalcidoidea,Pteromalidae,Pteromalinae,Euteloida,Euteloida Boucek 1993
Chalcidoidea,Pteromalidae,Pteromalinae,Fanamokala,Fanamokala Risbec 1960
Chalcidoidea,Pteromalidae,Pteromalinae,Fedelia,Fedelia Delucchi 1962
Chalcidoidea,Pteromalidae,Pteromalinae,Ficicola,Ficicola Heydon 1992
Chalcidoidea,Pteromalidae,Pteromalinae,Fijita,Fijita Boucek 1988
Chalcidoidea,Pteromalidae,Pteromalinae,Frena,Frena Boucek 1988
Chalcidoidea,Pteromalidae,Pteromalinae,Gbelcia,Gbelcia Boucek 1961	Nasoniella Szelényi 1982
Chalcidoidea,Pteromalidae,Pteromalinae,Genangula,Genangula Boucek 1988
Chalcidoidea,Pteromalidae,Pteromalinae,Goidanichium,Goidanichium Boucek 1970
Chalcidoidea,Pteromalidae,Pteromalinae,Golovissima,Golovissima Dzhanokmen 1982
Chalcidoidea,Pteromalidae,Pteromalinae,Grissellium,Grissellium Boucek 1993
Chalcidoidea,Pteromalidae,Pteromalinae,Guancheria,Guancheria Hedqvist 1978
Chalcidoidea,Pteromalidae,Pteromalinae,Gugolzia,Gugolzia Delucchi & Steffan 1956
Chalcidoidea,Pteromalidae,Pteromalinae,Guolina,Guolina Heydon 1994
Chalcidoidea,Pteromalidae,Pteromalinae,Gyrinophagus,Gyrinophagus Ruschka 1914
Chalcidoidea,Pteromalidae,Pteromalinae,Habritella,Habritella Girault & Dodd 1915
Chalcidoidea,Pteromalidae,Pteromalinae,Habritys,Habritys Thomson 1878
Chalcidoidea,Pteromalidae,Pteromalinae,Habromalina,Habromalina Dzhanokmen 1977
Chalcidoidea,Pteromalidae,Pteromalinae,Halomalus,Halomalus Erdös 1953
Chalcidoidea,Pteromalidae,Pteromalinae,Halticopterella,Halticopterella Girault & Dodd 1915
Chalcidoidea,Pteromalidae,Pteromalinae,Hansonita,Hansonita Boucek 1993
Chalcidoidea,Pteromalidae,Pteromalinae,Helocasis,Helocasis Wallace 1973
Chalcidoidea,Pteromalidae,Pteromalinae,Hemitrichus,Hemitrichus Thomson 1878	Uriella Ashmead 1896
Chalcidoidea,Pteromalidae,Pteromalinae,Heteroprymna,Heteroprymna Graham 1956
Chalcidoidea,Pteromalidae,Pteromalinae,Heteroschema,Heteroschema Gahan 1919
Chalcidoidea,Pteromalidae,Pteromalinae,Hillerita,Hillerita Boucek 1988
Chalcidoidea,Pteromalidae,Pteromalinae,Hlavka,Hlavka Boucek 1993
Chalcidoidea,Pteromalidae,Pteromalinae,Hobbya,Hobbya Delucchi 1957
Chalcidoidea,Pteromalidae,Pteromalinae,Holcaeus,Holcaeus Thomson 1878	Cricellius Thomson 1878	Dibrachella Boucek 1954
Chalcidoidea,Pteromalidae,Pteromalinae,Homoporus,Homoporus Thomson 1878	Phaenacra Förster 1878	Parapteromalus Ashmead 1904	Merisoporus Masi 1924	Pseudomerisus Erdös & Novicky 1953	Phaenacrinodes Szelényi 1956
Chalcidoidea,Pteromalidae,Pteromalinae,Huberina,Huberina Boucek 1993
Chalcidoidea,Pteromalidae,Pteromalinae,Hypopteromalus,Hypopteromalus Ashmead 1900
Chalcidoidea,Pteromalidae,Pteromalinae,Inkaka,Inkaka Girault 1939	Leptospermophila Girault 1939
Chalcidoidea,Pteromalidae,Pteromalinae,Ischyroptyx,Ischyroptyx Delucchi 1956
Chalcidoidea,Pteromalidae,Pteromalinae,Isocyrtella,Isocyrtella Risbec 1955
Chalcidoidea,Pteromalidae,Pteromalinae,Isocyrtus,Isocyrtus Walker 1833	Kodysia Boucek 1954
Chalcidoidea,Pteromalidae,Pteromalinae,Isoplatoides,Isoplatoides Girault 1913	Apterosemoidella Girault 1913	Polycysteloides Girault 1913	Parapterosemoidea Girault 1915
Chalcidoidea,Pteromalidae,Pteromalinae,Jaliscoa,Jaliscoa Boucek 1993
Chalcidoidea,Pteromalidae,Pteromalinae,Kaleva,Kaleva Graham 1957
Chalcidoidea,Pteromalidae,Pteromalinae,Kazina,Kazina Boucek 1993
Chalcidoidea,Pteromalidae,Pteromalinae,Klabonosa,Klabonosa Boucek 1976
Chalcidoidea,Pteromalidae,Pteromalinae,Kratinka,Kratinka Boucek 1988
Chalcidoidea,Pteromalidae,Pteromalinae,Kratka,Kratka Boucek 1993
Chalcidoidea,Pteromalidae,Pteromalinae,Kukua,Kukua Boucek 1993
Chalcidoidea,Pteromalidae,Pteromalinae,Lampoterma,Lampoterma Graham 1956
Chalcidoidea,Pteromalidae,Pteromalinae,Lariophagus,Lariophagus Crawford 1909	Uriellomyia Girault 1915
Chalcidoidea,Pteromalidae,Pteromalinae,Laticlypa,Laticlypa Boucek 1988
Chalcidoidea,Pteromalidae,Pteromalinae,Leleupia,Leleupia Delucchi 1962
Chalcidoidea,Pteromalidae,Pteromalinae,Lenka,Lenka Boucek 1993
Chalcidoidea,Pteromalidae,Pteromalinae,Leodamus,Leodamus Masi 1917
Chalcidoidea,Pteromalidae,Pteromalinae,Leptomeraporus,Leptomeraporus Graham 1957
Chalcidoidea,Pteromalidae,Pteromalinae,Licteria,Licteria Risbec 1955
Chalcidoidea,Pteromalidae,Pteromalinae,Lomonosoffiella,Lomonosoffiella Girault 1913
Chalcidoidea,Pteromalidae,Pteromalinae,Lonchetron,Lonchetron Graham 1956
Chalcidoidea,Pteromalidae,Pteromalinae,Longinucha,Longinucha Boucek 1988
Chalcidoidea,Pteromalidae,Pteromalinae,Lysirina,Lysirina Heydon 1994
Chalcidoidea,Pteromalidae,Pteromalinae,Lyubana,Lyubana Boucek 1991
Chalcidoidea,Pteromalidae,Pteromalinae,Makaronesa,Makaronesa Graham 1975
Chalcidoidea,Pteromalidae,Pteromalinae,Maorita,Maorita Boucek 1988
Chalcidoidea,Pteromalidae,Pteromalinae,Marangua,Marangua Delucchi 1962
Chalcidoidea,Pteromalidae,Pteromalinae,Mazinawa,Mazinawa Boucek 1993
Chalcidoidea,Pteromalidae,Pteromalinae,Megadicylus,Megadicylus Girault 1929
Chalcidoidea,Pteromalidae,Pteromalinae,Merallus,Merallus Masi 1917
Chalcidoidea,Pteromalidae,Pteromalinae,Meraporus,Meraporus Walker 1834	Parmicromelus Girault 1917
Chalcidoidea,Pteromalidae,Pteromalinae,Merismoclea,Merismoclea De Santis 1966
Chalcidoidea,Pteromalidae,Pteromalinae,Merismomorpha,Merismomorpha Girault 1913	Merismomorpha Girault 1913 Homo.	Epipolycystus Girault 1915 Syn.	Neopolycystella Girault 1915 Syn.	Giorgionia Girault 1933 Syn.
Chalcidoidea,Pteromalidae,Pteromalinae,Merisus,Merisus Walker 1834
Chalcidoidea,Pteromalidae,Pteromalinae,Mesopolobus,Mesopolobus Westwood 1833	Platymesopus Westwood 1833	Amblymerus Walker 1834	Eutelus Walker 1834	Platyterma Walker 1834	Xenocrepis Förster 1856	Pteromalodes Dahlbom 1857	Selitrichus Rondani 1877	Asemantus Förster 1878	Disema Förster 1878	Platytermus Thomson 1878	Syntomocera Förster 1878	Urielloides Girault 1913	Zacalochlora Crawford 1913	Paranogmus Girault & Dodd 1915	Anogmoidea Girault 1924	Baeoponerus Masi 1924	Euamblymerus Hincks 1944	Disemisca Ghesquière 1946	Synomocerella Ghesquière 1946	Ahlbergiella Rosen 1955	Sturovia Boucek 1961	Isoptrynea Szelényi 1982
Chalcidoidea,Pteromalidae,Pteromalinae,Metacolus,Metacolus Förster 1856	Pterosema Förster 1878
Chalcidoidea,Pteromalidae,Pteromalinae,Metastenus,Metastenus Walker 1834	Scymnophagus Ashmead 1904	Tripolycystus Dodd 1915
Chalcidoidea,Pteromalidae,Pteromalinae,Meximalus,Meximalus Boucek 1993
Chalcidoidea,Pteromalidae,Pteromalinae,Micradelus,Micradelus Walker 1834
Chalcidoidea,Pteromalidae,Pteromalinae,Mimencyrtus,Mimencyrtus De Santis 1983 Homo.
Chalcidoidea,Pteromalidae,Pteromalinae,Mirekia,Mirekia Boucek 1988
Chalcidoidea,Pteromalidae,Pteromalinae,Miristhma,Miristhma Boucek 1993	Miristhama Noyes 1998 Lapsus
Chalcidoidea,Pteromalidae,Pteromalinae,Mokrzeckia,Mokrzeckia Mokrzecki 1934	Beierina Delucchi 1958
Chalcidoidea,Pteromalidae,Pteromalinae,Monazosa,Monazosa Dzhanokmen 1975
Chalcidoidea,Pteromalidae,Pteromalinae,Monoksa,Monoksa Boucek 1991
Chalcidoidea,Pteromalidae,Pteromalinae,Muscidifurax,Muscidifurax Girault & Sanders 1910	Smeagolia Hedqvist 1973
Chalcidoidea,Pteromalidae,Pteromalinae,Nadelaia,Nadelaia Boucek 1993
Chalcidoidea,Pteromalidae,Pteromalinae,Nasonia,Nasonia Ashmead 1904	Mormoniella Ashmead 1904
Chalcidoidea,Pteromalidae,Pteromalinae,Nazgulia,Nazgulia Hedqvist 1973
Chalcidoidea,Pteromalidae,Pteromalinae,Neanica,Neanica Erdös 1953
Chalcidoidea,Pteromalidae,Pteromalinae,Nedinotus,Nedinotus Boucek 1991
Chalcidoidea,Pteromalidae,Pteromalinae,Neocatolaccus,Neocatolaccus Ashmead 1904	Paradicylus Dodd 1915
Chalcidoidea,Pteromalidae,Pteromalinae,Neocylus,Neocylus Boucek 1988
Chalcidoidea,Pteromalidae,Pteromalinae,Neopolycystus,Neopolycystus Girault 1915
Chalcidoidea,Pteromalidae,Pteromalinae,Nikolskayana,Nikolskayana Boucek 1965
Chalcidoidea,Pteromalidae,Pteromalinae,Norbanus,Norbanus Walker 1843	Arthrolysis Förster 1856	Picroscytus Thomson 1878	Stylophorella Ashmead 1904	Amicromelus Girault 1913	Apirene Girault 1914	Epicaudonia Girault 1914	Neocaudonia Girault & Dodd 1915	Picroscytoides Masi 1922	Masioscytus Szelényi 1941
Chalcidoidea,Pteromalidae,Pteromalinae,Notoglyptus,Notoglyptus Masi 1917
Chalcidoidea,Pteromalidae,Pteromalinae,Notoprymna,Notoprymna De Santis 1988
Chalcidoidea,Pteromalidae,Pteromalinae,Novitzkyanus,Novitzkyanus Boucek 1961
Chalcidoidea,Pteromalidae,Pteromalinae,Nuchata,Nuchata Boucek 1988
Chalcidoidea,Pteromalidae,Pteromalinae,Oaxa,Oaxa Boucek 1993
Chalcidoidea,Pteromalidae,Pteromalinae,Obalana,Obalana Boucek 1991
Chalcidoidea,Pteromalidae,Pteromalinae,Oniticellobia,Oniticellobia Boucek 1976
Chalcidoidea,Pteromalidae,Pteromalinae,Oomara,Oomara Delucchi 1964
Chalcidoidea,Pteromalidae,Pteromalinae,Oricoruna,Oricoruna Boucek 1979
Chalcidoidea,Pteromalidae,Pteromalinae,Ottaria,Ottaria Hedqvist 1974
Chalcidoidea,Pteromalidae,Pteromalinae,Ottawita,Ottawita Boucek 1993
Chalcidoidea,Pteromalidae,Pteromalinae,Oxyharma,Oxyharma Boucek 1988
Chalcidoidea,Pteromalidae,Pteromalinae,Oxysychus,Oxysychus Delucchi 1956
Chalcidoidea,Pteromalidae,Pteromalinae,Pachycrepoideus,Pachycrepoideus Ashmead 1904	Toxeumopsis Girault 1915	Anisopteromalia Boucek 1954
Chalcidoidea,Pteromalidae,Pteromalinae,Pachyneuron,Pachyneuron Walker 1833	Pachynevrum Agassiz 1846 Emend.	Serimus Brèthes 1913 Syn.	Nepachyneuron Girault 1917 1913 Syn.	Propachyneuronia Girault 1917 1913 Syn.	Eupachyneuron Blanchard 1948 1913 Syn.	Atrichoptilus Delucchi 1955 1913 Syn.
Chalcidoidea,Pteromalidae,Pteromalinae,Pandelus,Pandelus Förster 1856	Zapachia Förster 1878
Chalcidoidea,Pteromalidae,Pteromalinae,Parabruchobius,Parabruchobius Risbec 1951
Chalcidoidea,Pteromalidae,Pteromalinae,Paracaratomus,Paracaratomus Ashmead 1894
Chalcidoidea,Pteromalidae,Pteromalinae,Paracroclisis,Paracroclisis Girault 1913
Chalcidoidea,Pteromalidae,Pteromalinae,Paradinarmus,Paradinarmus Masi 1929
Chalcidoidea,Pteromalidae,Pteromalinae,Paroxyharma,Paroxyharma Huang & Tong 1993
Chalcidoidea,Pteromalidae,Pteromalinae,Pegopus,Pegopus Förster 1856	Prosopon Walker 1837
Chalcidoidea,Pteromalidae,Pteromalinae,Peridesmia,Peridesmia Förster 1856
Chalcidoidea,Pteromalidae,Pteromalinae,Perilampidea,Perilampidea Crawford 1913
Chalcidoidea,Pteromalidae,Pteromalinae,Perniphora,Perniphora Ruschka 1923
Chalcidoidea,Pteromalidae,Pteromalinae,Pestra,Pestra Boucek 1988
Chalcidoidea,Pteromalidae,Pteromalinae,Pezilepsis,Pezilepsis Delucchi 1955
Chalcidoidea,Pteromalidae,Pteromalinae,Phaenocytus,Phaenocytus Graham 1969
Chalcidoidea,Pteromalidae,Pteromalinae,Platecrizotes,Platecrizotes Ferrière 1934
Chalcidoidea,Pteromalidae,Pteromalinae,Platneptis,Platneptis Boucek 1961
Chalcidoidea,Pteromalidae,Pteromalinae,Platypteromalus,Platypteromalus Boucek 1956
Chalcidoidea,Pteromalidae,Pteromalinae,Ploskana,Ploskana Boucek 1976
Chalcidoidea,Pteromalidae,Pteromalinae,Polstonia,Polstonia Heydon 1988
Chalcidoidea,Pteromalidae,Pteromalinae,Polyscelis,Polycelis Thomson 1878 Homo.	Polyscelis Dalla Torre 1897	Polyscelis Dalla Torre 1898 Homo.	Nephelomalus Graham 1956 Syn.
Chalcidoidea,Pteromalidae,Pteromalinae,Procallitula,Procallitula De Santis 1957
Chalcidoidea,Pteromalidae,Pteromalinae,Promerisus,Promerisus Kieffer 1910
Chalcidoidea,Pteromalidae,Pteromalinae,Propicroscytus,Propicroscytus Szelényi 1941	Obtusiclava Subba Rao 1973
Chalcidoidea,Pteromalidae,Pteromalinae,Propodeia,Propodeia Boucek 1993
Chalcidoidea,Pteromalidae,Pteromalinae,Pseudanogmus,Pseudanogmus Dodd & Girault 1915	Pseudomicromelus Gahan & Fagan 1923
Chalcidoidea,Pteromalidae,Pteromalinae,Pseudetroxys,Pseudetroxys Masi 1943
Chalcidoidea,Pteromalidae,Pteromalinae,Pseudocatolaccus,Pseudocatolaccus Masi 1908	Paradibrachys Girault 1917
Chalcidoidea,Pteromalidae,Pteromalinae,Psilocera,Psilocera Walker 1833	Metopon Walker 1834	Eupsilocera Westwood 1839	Metopum Agassiz 1848	Dichalysis Förster 1856	Lophocomodia Ashmead 1888	Polycystoides Girault 1913	Parapolycystus Girault & Dodd 1915
Chalcidoidea,Pteromalidae,Pteromalinae,Psilonotus,Psilonotus Walker 1834	Janvartsovia Nikol'skaya 1954
Chalcidoidea,Pteromalidae,Pteromalinae,Psychophagoides,Psychophagoides Graham 1969
Chalcidoidea,Pteromalidae,Pteromalinae,Psychophagus,Psychophagus Mayr 1904	Diglochis Thomson 1878
Chalcidoidea,Pteromalidae,Pteromalinae,Pterapicus,Pterapicus Dzhanokmen 1974
Chalcidoidea,Pteromalidae,Pteromalinae,Pterisemoppa,Pterisemoppa Girault 1933	Lincolnanna Girault 1939
Chalcidoidea,Pteromalidae,Pteromalinae,Pteromalus,Pteromalus Swederus 1795	Colas Curtis 1827	Gnatho Curtis 1829	Metopachia Westwood 1839	Metopopachia Dalla Torre 1898	Heterolaccus Masi 1937	Gerontidella Szelényi 1982
Chalcidoidea,Pteromalidae,Pteromalinae,Pterosemigastra,Pterosemigastra Girault & Dodd 1915
Chalcidoidea,Pteromalidae,Pteromalinae,Pterosemopsis,Pterosemopsis Girault 1917
Chalcidoidea,Pteromalidae,Pteromalinae,Ptinocida,Ptinocida Boucek 1993
Chalcidoidea,Pteromalidae,Pteromalinae,Pycnetron,Pycnetron Gahan 1925
Chalcidoidea,Pteromalidae,Pteromalinae,Quercanus,Quercanus Heydon 1994
Chalcidoidea,Pteromalidae,Pteromalinae,Rakosina,Rakosina Boucek 1956	Brokkia Hedqvist 1977
Chalcidoidea,Pteromalidae,Pteromalinae,Raspela,Raspela Boucek 1993
Chalcidoidea,Pteromalidae,Pteromalinae,Rhaphitelus,Rhaphitelus Walker 1834	Stylocerus Ratzeburg 1844	Rhaphidotelus Agassiz 1845	Storthygocerus Ratzeburg 1848	Eucerchysius Brèthes 1913
Chalcidoidea,Pteromalidae,Pteromalinae,Rhopalicus,Rhopalicus Förster 1856
Chalcidoidea,Pteromalidae,Pteromalinae,Rohatina,Rohatina Boucek 1954
Chalcidoidea,Pteromalidae,Pteromalinae,Roptrocerus,Roptrocerus Ratzeburg 1848	Pachyceras Ratzeburg 1844	Roptroceroidea Ishii 1938
Chalcidoidea,Pteromalidae,Pteromalinae,Sceptrothelys,Sceptrothelys Graham 1956	Brimeria Hedqvist 1977	Stenetroidea Szelényi 1982	Eyziethelys Graham 1992
Chalcidoidea,Pteromalidae,Pteromalinae,Schizonotus,Schizonotus Ratzeburg 1852
Chalcidoidea,Pteromalidae,Pteromalinae,Sedma,Sedma Boucek 1991
Chalcidoidea,Pteromalidae,Pteromalinae,Selimnus,Selimnus Walker 1842
Chalcidoidea,Pteromalidae,Pteromalinae,Sigynia,Sigynia Hedqvist 1974
Chalcidoidea,Pteromalidae,Pteromalinae,Sisyridivora,Sisyridivora Gahan 1951
Chalcidoidea,Pteromalidae,Pteromalinae,Sorosina,Sorosina Dzhanokmen 1993
Chalcidoidea,Pteromalidae,Pteromalinae,Spaniopus,Spaniopus Walker 1833	Neopolycelis Hincks 1944
Chalcidoidea,Pteromalidae,Pteromalinae,Sphegigaster,Sphegigaster Spinola 1811	Trigonogastra Ashmead 1904	Paratrigonogastra Girault 1915	Basilewskyella Risbec 1957
Chalcidoidea,Pteromalidae,Pteromalinae,Sphegigastrella,Sphegigastrella Masi 1917
Chalcidoidea,Pteromalidae,Pteromalinae,Sphegipterosema,Sphegipterosema Girault 1913
Chalcidoidea,Pteromalidae,Pteromalinae,Sphegipterosemella,Sphegipterosemella Girault 1913
Chalcidoidea,Pteromalidae,Pteromalinae,Spilomalus,Spilomalus Graham 1956
Chalcidoidea,Pteromalidae,Pteromalinae,Spintherus,Spintherus Thomson 1878
Chalcidoidea,Pteromalidae,Pteromalinae,Spodophagus,Spodophagus Delvare & Rasplus 1994
Chalcidoidea,Pteromalidae,Pteromalinae,Staurothyreus,Staurothyreus Graham 1956
Chalcidoidea,Pteromalidae,Pteromalinae,Stenetra,Stenetra Masi 1931	Neolonchetron Szelényi 1982
Chalcidoidea,Pteromalidae,Pteromalinae,Stenomalina,Stenomalus Thomson 1878 Homo.	Stenomalina Ghesquière 1946
Chalcidoidea,Pteromalidae,Pteromalinae Pteromalini,Lyrcus,Lyrcus Walker 1842	Zatropis Crawford 1908 Syn.	Oluspa Cameron 1913 Syn.	Trimeromicrus Gahan 1914 Syn.
Chalcidoidea,Pteromalidae,Spalangiinae,Playaspalangia,Playaspalangia Yoshimoto 1976
Chalcidoidea,Pteromalidae,Spalangiinae,Spalangia,Spalangia Latreille 1805	Prospalangia Brèthes 1915
Chalcidoidea,Pteromalidae,Storeyinae,Storeya,Storeya Boucek 1988
Chalcidoidea,Rotoitidae,,Rotoita,Rotoita Boucek & Noyes 1987
Chalcidoidea,Signiphoridae,,Chartocerus,Chartocerus Motschulsky 1859	Matritia Mercet 1916	Xana Kurdjumov 1917	Signiphorina Nikol'skaya 1950	Neocales Risbec 1957
Chalcidoidea,Signiphoridae,,Clytina,Clytina Erdös 1957
Chalcidoidea,Signiphoridae,,Signiphora,Signiphora Ashmead 1880	Signiphorella Mercet 1916	Kerrichiella Rozanov 1965	Rozanoviella Subba Rao 1974
Chalcidoidea,Signiphoridae,,Thysanus,Thysanus Walker 1840	Plastocharis Förster 1856	Triphasius Förster 1856	Neosigniphora Rust 1913
Chalcidoidea,Tanaostigmatidae,,Cynipencyrtus,Cynipencyrtus Ishii 1928
Chalcidoidea,Tanaostigmatidae,,Enigmencyrtus,Enigmencyrtus Trjapitzin 1977
Chalcidoidea,Tanaostigmatidae,,Liebeliella,Liebeliella Kieffer 1910
Chalcidoidea,Tanaostigmatidae,,Microprobolos,Microprobolos LaSalle 1987
Chalcidoidea,Tanaostigmatidae,,Minapis,Minapis Brèthes 1916
Chalcidoidea,Tanaostigmatidae,,Protanaostigma,Protanaostigma Ferrière 1929
Chalcidoidea,Tanaostigmatidae,,Tanaoneura,Tanaoneura Howard 1897
Chalcidoidea,Tanaostigmatidae,,Tanaostigma,Tanaostigma Howard 1890	Trichencyrtus Ashmead 1904
Chalcidoidea,Tanaostigmatidae,,Tanaostigmodes,Tanaostigmodes Ashmead 1896	Monopleurothrix Mayr 1905	Dendrosema Kieffer 1910	Miscogasteromorpha Girault 1915	Eutetracera Brèthes 1924	Cubaniella Russo 1930	Saavedra Girault 1933	Eutricnemus Blanchard 1940
Chalcidoidea,Tetracampidae,Bouceklytinae,Bouceklytus,Bouceklytus Yoshimoto 1975
Chalcidoidea,Tetracampidae,Distylopinae,Distylopus,Distylopus Yoshimoto 1975
Chalcidoidea,Tetracampidae,Mongolocampinae,Eremocampe,Eremocampe Sugonjaev 1971
Chalcidoidea,Tetracampidae,Mongolocampinae,Mongolocampe,Mongolocampe Sugonjaev 1971
Chalcidoidea,Tetracampidae,Mongolocampinae,Platyneurus,Platyneurus Sugonjaev 1971
