4508,"Goa",315,"India","","","",\N
4509,"Gujarat",315,"India","","","",\N
4510,"Haryana",315,"India","","","",\N
4511,"Himachal Pradesh",315,"India","","","",\N
4512,"Jammu and Kashmir",315,"India","","","",\N
4513,"Jharkhand",315,"India","","","",\N
4514,"Karnataka",315,"India","","","",\N
4515,"Kerala",315,"India","","","",\N
4516,"Lakshadweep",328,"India","","","",\N
4517,"Madhya Pradesh",315,"India","","","",\N
4518,"Maharashtra",315,"India","","","",\N
4519,"Manipur",315,"India","","","",\N
4520,"Meghalaya",315,"India","","","",\N
4521,"Mizoram",315,"India","","","",\N
4522,"Nagaland",315,"India","","","",\N
4523,"Orissa",315,"India","","","",\N
4524,"Pindicherry",328,"India","","","",\N
4525,"Punjab",315,"India","","","",\N
4526,"Rajasthan",315,"India","","","",\N
4527,"Sikkim",315,"India","","","",\N
4528,"Tamil Nadu",315,"India","","","",\N
4529,"Tripura",315,"India","","","",\N
4530,"Uttar Pradesh",315,"India","","","",\N
4531,"Uttaranchal",315,"India","","","",\N
4532,"West Bengal",315,"India","","","",\N
4556,"Roraima",324,"Brazil","Roraima","","",\N
4557,"Tierra del Fuego",321,"Argentina","Tierra del Fuego","","",\N
4558,"Nunavut",325,"Canada","Nunavut","","",\N
4559,"Northwest Russia",327,"Russia","","","",\N
4560,"Central Russia",327,"Russia","","","",\N
4561,"Chernozem",327,"Russia","","","",\N
4562,"North Caucasus",327,"Russia","","","",\N
4563,"Volga",327,"Russia","","","",\N
4564,"Volga-Vyatka",327,"Russia","","","",\N
4565,"Urals",327,"Russia","","","",\N
4566,"West Siberia",327,"Russia","","","",\N
4567,"East Siberia",327,"Russia","","","",\N
4568,"Far East Russia",327,"Russia","","","",\N
4569,"Eastern Cape",321,"South Africa","Eastern Cape","","",\N
4570,"Free State",321,"South Africa","Free State","","",\N
4571,"Gauteng",321,"South Africa","Gauteng","","",\N
4573,"Mpumalanga",321,"South Africa","Mpumalanga","","",\N
4574,"Northern Cape",321,"South Africa","Northern Cape","","",\N
4575,"North West",321,"South Africa","North West","","",\N
4576,"Western Cape",321,"South Africa","Western Cape","","",\N
4577,"Corsica",143,"France","Corsica","","",\N
4578,"Styria",315,"Austria","Styria","","",\N
4579,"Crete",143,"Greece","","","",\N
4580,"Singapore",320,"Singapore","","","",\N
4581,"Balkan States",10,"","Balkan States","","",\N
4582,"Georgia",320,"Georgia","","","",\N
4583,"Latvia",320,"","","","",\N
4584,"Tyrol",315,"Austria","Tyrol","","",\N
4585,"Burgenland",315,"Austria","Burgenland","","",\N
4586,"Carinthia",315,"Austria","Carinthia","","",\N
4587,"Salzburg",315,"Austria","Salzburg","","",\N
4588,"Lower Austria",315,"Austria","Lower Austria","","",\N
4589,"Upper Austria",315,"Austria","Upper Austria","","",\N
4590,"Vorarlberg",315,"Austria","Vorarlberg","","",\N
4591,"Vienna",315,"Austria","Vienna","","",\N
4592,"Liechtenstein",320,"Liechtenstein","","","",\N
4593,"Northern Province",321,"South Africa","Northern Province","","",\N
4594,"KwaZulu-Natal",321,"South Africa","KwaZulu-Natal","","",\N
4595,"Mariana Islands",143,"U. S. A.","Mariana Islands","","",\N
4596,"Istria",208,"Croatia","","","",\N
4597,"Sumatra",143,"Indonesia","","","",\N
4598,"Java",143,"Indonesia","","","",\N
4599,"Bismark Archipelago",323,"Papua New Guinea","","","",\N
4600,"Kyrgyzstan",320,"Kyrgyzstan","","","",\N
4601,"West Indies",323,"","","","West Indies",\N
4602,"United Kingdom",143,"United Kingdom","","","",\N
4603,"Silesia",320,"Silesia","","","",\N
4604,"Sicily",143,"Italy","","","",\N
4605,"Campania",327,"Italy","","","",\N
4606,"Tuscany",327,"Italy","","","",\N
4607,"Elba",143,"Italy","","","",\N
4608,"Sardinia",143,"Italy","","","",\N
4609,"Zanzibar",143,"Tanzania","","","",\N
4610,"Lord Howe Island",143,"Australia","New South Wales","","",\N
4611,"Ryukyu Islands",323,"Japan","","","",\N
4612,"Wales",320,"Wales","","","",\N
